18;13;2;B
18;14;4;B
18;15;5;B
18;16;1;B
18;17;2;B
18;18;10;B
18;19;1;B
19;0;9;B
19;1;0;B
19;2;7;B
19;3;10;B
19;4;7;B
19;5;3;B
19;6;3;B
19;7;1;B
19;8;9;B
19;9;7;B
19;10;1;B
19;11;8;B
19;12;0;B
19;13;1;B
19;14;0;B
19;15;4;B
19;16;9;B
19;17;2;B
19;18;9;B
19;19;9;B
